cls
http://purl.obolibrary.org/obo/GO_0002118
http://purl.obolibrary.org/obo/GO_0002120
http://purl.obolibrary.org/obo/GO_0007588
http://purl.obolibrary.org/obo/GO_0007589
http://purl.obolibrary.org/obo/GO_0007601
http://purl.obolibrary.org/obo/GO_0007605
http://purl.obolibrary.org/obo/GO_0007606
http://purl.obolibrary.org/obo/GO_0007608
http://purl.obolibrary.org/obo/GO_0007617
http://purl.obolibrary.org/obo/GO_0007619
http://purl.obolibrary.org/obo/GO_0007620
http://purl.obolibrary.org/obo/GO_0007622
http://purl.obolibrary.org/obo/GO_0007623
http://purl.obolibrary.org/obo/GO_0007626
http://purl.obolibrary.org/obo/GO_0007631
http://purl.obolibrary.org/obo/GO_0007632
http://purl.obolibrary.org/obo/GO_0007635
http://purl.obolibrary.org/obo/GO_0008049
http://purl.obolibrary.org/obo/GO_0008050
http://purl.obolibrary.org/obo/GO_0009314
http://purl.obolibrary.org/obo/GO_0009414
http://purl.obolibrary.org/obo/GO_0009416
http://purl.obolibrary.org/obo/GO_0019098
http://purl.obolibrary.org/obo/GO_0019233
http://purl.obolibrary.org/obo/GO_0030421
http://purl.obolibrary.org/obo/GO_0030431
http://purl.obolibrary.org/obo/GO_0031223
http://purl.obolibrary.org/obo/GO_0035176
http://purl.obolibrary.org/obo/GO_0040011
http://purl.obolibrary.org/obo/GO_0042747
http://purl.obolibrary.org/obo/GO_0042748
http://purl.obolibrary.org/obo/GO_0042755
http://purl.obolibrary.org/obo/GO_0042756
http://purl.obolibrary.org/obo/GO_0045297
http://purl.obolibrary.org/obo/GO_0048512
http://purl.obolibrary.org/obo/GO_0050802
http://purl.obolibrary.org/obo/GO_0050882
http://purl.obolibrary.org/obo/GO_0050909
http://purl.obolibrary.org/obo/GO_0050955
http://purl.obolibrary.org/obo/GO_0050957
http://purl.obolibrary.org/obo/GO_0050965
http://purl.obolibrary.org/obo/GO_0050966
http://purl.obolibrary.org/obo/GO_0050967
http://purl.obolibrary.org/obo/GO_0050968
http://purl.obolibrary.org/obo/GO_0050975
http://purl.obolibrary.org/obo/GO_0060004
http://purl.obolibrary.org/obo/GO_0060073
http://purl.obolibrary.org/obo/GO_0060259
http://purl.obolibrary.org/obo/GO_0060273
http://purl.obolibrary.org/obo/GO_0070075
